city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
1,49,1,1,0,12,not acept,furnished,R$443,"R$3,800",R$89,R$49,"R$4,381"
1,38,1,1,1,16,acept,furnished,"R$1,100","R$2,863",R$0,R$37,"R$4,000"
1,280,4,6,3,8,acept,not furnished,"R$4,500","R$4,800","R$1,500",R$61,"R$10,860"
1,68,2,2,0,6,not acept,furnished,R$630,"R$6,443",R$20,R$82,"R$7,175"
1,70,2,3,1,16,acept,not furnished,"R$1,100","R$1,500",R$292,R$20,"R$2,912"
0,280,4,3,3,-,acept,not furnished,R$0,"R$2,167",R$169,R$33,"R$2,369"
1,140,3,2,3,13,acept,furnished,"R$1,100","R$8,000",R$167,R$102,"R$9,369"
1,225,4,3,2,-,acept,not furnished,R$0,"R$3,400",R$132,R$52,"R$3,584"
1,70,2,1,2,-,not acept,not furnished,R$0,"R$1,400",R$85,R$22,"R$1,507"
1,81,3,1,1,3,acept,not furnished,R$900,"R$2,800",R$142,R$36,"R$3,878"
1,19,1,1,0,-,not acept,not furnished,R$0,"R$1,200",R$41,R$16,"R$1,257"
1,233,4,5,4,7,acept,furnished,"R$3,240","R$11,000",R$92,R$140,"R$14,470"
1,43,2,1,1,1,not acept,not furnished,R$750,"R$1,375",R$17,R$18,"R$2,160"
1,50,1,1,0,-,not acept,not furnished,Incluso,"R$1,200",R$0,R$19,"R$1,219"
1,54,1,1,1,13,not acept,furnished,R$679,"R$5,000",R$359,R$64,"R$6,102"
1,50,1,1,1,6,acept,furnished,"R$1,000","R$1,884",R$0,R$11,"R$2,895"
1,336,4,4,6,-,acept,not furnished,R$0,"R$7,677",R$950,R$116,"R$8,743"
1,208,3,3,3,4,acept,furnished,"R$2,490","R$15,000","R$1,200",R$191,"R$18,880"
1,150,2,2,2,-,acept,not furnished,R$0,"R$6,000",R$667,R$91,"R$6,758"
0,200,3,2,3,-,acept,not furnished,R$0,"R$3,000",R$125,R$46,"R$3,171"
1,200,2,3,2,1,acept,furnished,"R$1,700","R$15,000",R$667,R$191,"R$17,560"
1,40,2,1,0,3,acept,not furnished,R$80,"R$1,275",R$87,R$17,"R$1,459"
1,35,1,1,0,-,acept,not furnished,R$0,"R$1,150",R$30,R$15,"R$1,195"
1,35,1,1,0,-,acept,not furnished,R$0,R$900,R$11,R$14,R$925
1,90,3,2,2,3,acept,furnished,R$980,"R$2,500",R$0,R$11,"R$3,491"
1,300,3,2,5,-,acept,not furnished,R$0,"R$11,500","R$2,000",R$173,"R$13,670"
1,520,3,4,8,-,not acept,not furnished,R$0,"R$10,000","R$1,008",R$151,"R$11,160"
1,180,3,4,4,22,acept,not furnished,"R$1,545","R$12,000",R$818,R$153,"R$14,520"
1,160,3,1,2,-,acept,not furnished,R$0,"R$5,000",R$225,R$76,"R$5,301"
1,72,2,2,1,-,acept,not furnished,R$700,"R$3,536",R$0,R$28,"R$4,264"
1,43,1,1,0,5,acept,furnished,"R$1,195",R$680,R$220,R$9,"R$2,104"
1,120,3,2,2,-,acept,not furnished,R$0,"R$6,400",R$547,R$97,"R$7,044"
1,70,2,1,0,-,acept,not furnished,R$0,"R$1,300",R$70,R$20,"R$1,390"
1,86,3,2,1,7,acept,not furnished,R$890,"R$2,500",R$84,R$32,"R$3,506"
1,67,2,2,2,1,acept,not furnished,R$618,"R$2,372",R$0,R$8,"R$2,998"
1,37,1,1,1,21,acept,not furnished,R$540,"R$4,000",R$50,R$51,"R$4,641"
1,350,3,5,5,-,acept,not furnished,R$0,"R$5,500",R$675,R$83,"R$6,258"
0,70,1,1,2,-,acept,not furnished,R$0,"R$1,450",R$5,R$22,"R$1,477"
1,159,2,2,2,12,acept,not furnished,"R$2,078","R$7,000",R$505,R$89,"R$9,672"
1,220,6,2,2,-,acept,not furnished,R$0,"R$4,500",R$125,R$68,"R$4,693"
1,70,3,1,1,10,not acept,not furnished,R$500,"R$1,650",R$0,R$21,"R$2,171"
1,164,4,4,2,6,not acept,not furnished,"R$2,159","R$5,000",R$386,R$64,"R$7,609"
1,190,3,3,1,8,acept,furnished,"R$2,173","R$8,000",R$600,R$102,"R$10,880"
1,190,3,2,2,9,acept,not furnished,"R$1,700","R$5,700",R$492,R$73,"R$7,965"
1,35,1,1,0,15,acept,not furnished,R$300,"R$1,500",R$0,R$20,"R$1,820"
0,110,3,3,2,-,acept,not furnished,R$560,"R$3,200",R$88,R$49,"R$3,897"
1,65,3,2,1,2,acept,furnished,"R$1,000","R$3,200",R$245,R$41,"R$4,486"
1,392,3,5,5,7,acept,not furnished,"R$3,400","R$15,000","R$2,667",R$191,"R$21,260"
1,114,4,4,2,6,acept,not furnished,"R$1,115","R$2,790",R$321,R$36,"R$4,262"
1,190,4,4,2,-,not acept,not furnished,R$0,"R$4,450",R$223,R$67,"R$4,740"
1,115,2,1,0,-,acept,not furnished,R$0,"R$1,550",R$0,R$24,"R$1,574"
1,65,2,1,0,7,not acept,not furnished,R$248,"R$1,200",R$42,R$16,"R$1,506"
1,59,2,1,1,8,acept,not furnished,R$0,"R$3,000",R$0,R$39,"R$3,039"
1,68,2,2,2,7,acept,furnished,"R$1,500","R$6,600",R$0,R$84,"R$8,184"
1,46,1,1,0,2,acept,not furnished,R$553,"R$1,437",R$58,R$19,"R$2,067"
1,57,2,2,2,12,acept,not furnished,"R$1,250","R$2,800",R$209,R$36,"R$4,295"
0,48,2,1,1,4,acept,not furnished,R$243,R$850,R$0,R$11,"R$1,104"
1,245,4,4,3,5,acept,not furnished,"R$3,519","R$6,800","R$1,219",R$87,"R$11,630"
1,20,1,1,0,-,acept,furnished,R$602,"R$1,800",R$130,R$23,"R$2,555"
1,45,1,1,0,1,not acept,not furnished,R$50,"R$1,360",R$0,R$18,"R$1,428"
0,60,1,2,1,10,acept,not furnished,R$630,"R$1,338",R$72,R$17,"R$2,057"
1,76,2,2,2,17,acept,not furnished,R$640,"R$4,200",R$52,R$54,"R$4,946"
1,84,2,2,1,14,acept,not furnished,R$782,"R$5,300",R$145,R$68,"R$6,295"
1,101,3,2,2,7,acept,furnished,"R$1,097","R$3,200",R$319,R$41,"R$4,657"
1,310,4,3,3,11,acept,not furnished,"R$3,500","R$8,000",R$0,R$102,"R$11,600"
1,183,4,3,4,3,acept,not furnished,"R$2,380","R$5,950",R$192,R$76,"R$8,598"
1,73,2,2,2,2,acept,not furnished,R$900,"R$2,652",R$107,R$9,"R$3,668"
1,290,4,3,2,1,not acept,furnished,"R$2,890","R$7,150",R$862,R$91,"R$10,990"
1,150,3,4,4,14,not acept,furnished,"R$1,250","R$7,925",R$0,R$29,"R$9,204"
1,68,2,2,2,12,not acept,not furnished,"R$2,600","R$2,300",R$0,R$30,"R$4,930"
1,51,1,1,0,9,acept,not furnished,R$367,"R$1,950",R$84,R$25,"R$2,426"
1,120,2,1,0,1,not acept,not furnished,R$0,"R$2,200",R$113,R$28,"R$2,341"
1,146,3,4,4,15,acept,not furnished,"R$1,510","R$6,000",R$631,R$77,"R$8,218"
1,104,3,2,2,2,acept,not furnished,"R$1,500","R$4,400",R$432,R$56,"R$6,388"
1,146,3,4,2,8,acept,furnished,"R$1,800","R$11,000",R$592,R$140,"R$13,530"
0,200,3,3,3,-,acept,not furnished,R$0,"R$2,000",R$166,R$31,"R$2,197"
1,44,1,1,0,-,not acept,not furnished,R$0,"R$1,250",R$19,R$19,"R$1,288"
1,42,1,1,2,6,acept,furnished,R$595,"R$3,380",R$0,R$43,"R$4,018"
0,60,2,1,1,-,acept,not furnished,R$0,"R$1,300",R$180,R$20,"R$1,500"
1,60,2,2,2,5,acept,not furnished,R$540,"R$2,000",R$85,R$26,"R$2,651"
0,50,1,1,1,2,not acept,not furnished,R$393,R$647,R$15,R$9,"R$1,064"
1,63,2,2,1,19,acept,not furnished,R$184,"R$4,400",R$136,R$56,"R$4,776"
1,70,2,2,4,-,acept,not furnished,R$0,"R$3,000",R$190,R$46,"R$3,236"
1,130,3,2,2,1,not acept,not furnished,"R$1,324","R$3,250",R$571,R$42,"R$5,187"
1,30,1,1,0,2,acept,not furnished,R$0,"R$1,850",R$0,R$24,"R$1,874"
1,36,1,1,0,3,acept,furnished,R$450,"R$2,500",R$30,R$32,"R$3,012"
1,257,4,4,4,14,not acept,not furnished,"R$5,000","R$12,000","R$1,584",R$153,"R$18,740"
1,198,3,3,0,14,acept,not furnished,"R$2,070","R$6,000",R$715,R$77,"R$8,862"
1,280,5,5,2,1,acept,furnished,"R$4,374","R$12,750",R$929,R$162,"R$18,220"
1,373,4,4,3,12,acept,not furnished,"R$4,500","R$12,750","R$1,417",R$162,"R$18,830"
1,300,2,3,2,8,not acept,furnished,"R$3,000","R$5,120",R$500,R$65,"R$8,685"
1,220,3,3,3,-,acept,furnished,R$0,"R$2,800",R$250,R$43,"R$3,093"
1,50,1,1,0,19,not acept,not furnished,R$400,"R$1,077",R$0,R$14,"R$1,491"
0,110,3,2,1,6,acept,not furnished,"R$1,090","R$1,200",R$217,R$16,"R$2,523"
1,280,5,5,4,13,acept,not furnished,"R$3,100","R$10,000","R$1,167",R$127,"R$14,390"
1,400,4,4,3,-,acept,not furnished,Sem info,"R$10,000","R$2,707",R$151,"R$12,860"
1,245,3,5,4,3,acept,furnished,"R$2,300","R$10,000","R$1,218",R$127,"R$13,650"
1,320,3,3,2,-,acept,not furnished,R$0,"R$7,200",R$600,R$109,"R$7,909"
1,209,4,4,3,7,not acept,not furnished,"R$4,300","R$3,900","R$1,084",R$50,"R$9,334"
1,360,4,5,5,-,acept,furnished,R$0,"R$9,600",R$584,R$145,"R$10,330"
1,113,2,3,2,10,acept,not furnished,"R$1,400","R$13,500",R$375,R$172,"R$15,450"
1,75,3,1,1,1,not acept,not furnished,R$475,"R$2,078",Incluso,R$7,"R$2,560"
0,73,3,1,1,3,acept,not furnished,R$547,"R$1,140",R$100,R$15,"R$1,802"
1,130,3,2,1,12,acept,not furnished,"R$1,267","R$4,500",R$334,R$58,"R$6,159"
1,160,3,3,3,9,acept,furnished,"R$2,400","R$10,000",R$584,R$127,"R$13,110"
1,220,3,4,3,16,acept,furnished,"R$1,500","R$8,000",R$555,R$102,"R$10,160"
1,185,3,3,2,5,acept,not furnished,"R$1,900","R$3,410",R$100,R$44,"R$5,454"
1,37,1,1,1,5,not acept,not furnished,R$880,"R$2,600",R$105,R$33,"R$3,618"
1,60,2,1,0,-,acept,furnished,R$0,"R$1,450",R$0,R$22,"R$1,472"
1,70,1,1,1,12,acept,not furnished,R$520,"R$4,400",R$120,R$56,"R$5,096"
1,50,2,1,0,-,not acept,not furnished,Sem info,"R$3,100",R$0,R$40,"R$3,140"
1,85,2,1,0,1,acept,not furnished,R$720,"R$3,100",R$28,R$40,"R$3,888"
0,55,2,1,1,2,acept,not furnished,R$450,"R$1,550",R$83,R$20,"R$2,103"
1,185,3,5,2,11,acept,furnished,"R$2,007","R$3,000",R$806,R$39,"R$5,852"
1,380,4,5,6,8,acept,furnished,"R$3,150","R$4,900","R$1,737",R$63,"R$9,850"
1,76,3,2,2,14,acept,not furnished,R$857,"R$2,800",R$215,R$36,"R$3,908"
1,560,4,4,0,-,acept,furnished,R$0,"R$10,970","R$2,917",R$165,"R$14,050"
1,34,1,1,0,1,not acept,not furnished,R$285,"R$1,540",R$0,R$20,"R$1,845"
1,30,1,1,0,1,not acept,furnished,"R$1,200","R$1,500",R$25,R$20,"R$2,745"
1,70,2,2,2,8,acept,not furnished,R$640,"R$3,650",R$300,R$47,"R$4,637"
1,245,3,4,3,5,acept,not furnished,"R$4,942","R$14,000","R$2,014",R$178,"R$21,130"
1,132,2,2,0,1,acept,furnished,R$978,"R$2,900",R$0,R$37,"R$3,915"
1,55,2,1,1,2,acept,not furnished,R$672,"R$1,262",R$29,R$16,"R$1,979"
1,157,3,1,2,11,acept,not furnished,"R$1,776","R$3,000",R$295,R$39,"R$5,110"
0,102,3,2,0,15,acept,not furnished,R$918,"R$2,500",R$248,R$32,"R$3,698"
1,420,3,5,5,-,acept,not furnished,R$0,"R$8,200","R$1,084",R$124,"R$9,408"
1,65,2,2,1,-,acept,not furnished,R$0,"R$2,040",R$0,R$31,"R$2,071"
1,120,3,3,3,11,acept,not furnished,"R$1,800","R$2,500",R$321,R$32,"R$4,653"
1,35,1,1,0,12,not acept,furnished,"R$1,400","R$2,610",R$0,R$34,"R$4,044"
0,70,3,2,1,3,acept,furnished,R$650,"R$1,300",R$55,R$17,"R$2,022"
1,26,1,1,0,4,acept,furnished,R$400,"R$4,300",R$60,R$55,"R$4,815"
1,27,1,1,1,6,not acept,furnished,R$650,"R$2,000",R$59,R$26,"R$2,735"
1,220,3,3,2,8,not acept,furnished,"R$1,700","R$11,000",R$542,R$140,"R$13,380"
1,150,2,1,2,-,acept,not furnished,R$0,"R$5,500",R$0,R$83,"R$5,583"
1,102,3,2,2,1,acept,not furnished,"R$1,300","R$1,900",R$340,R$25,"R$3,565"
1,35,1,1,1,7,acept,not furnished,R$430,"R$2,300",R$0,R$30,"R$2,760"
0,67,3,1,1,1,not acept,not furnished,R$351,R$900,R$40,R$12,"R$1,303"
1,470,4,4,5,19,acept,not furnished,"R$6,900","R$6,741",R$0,R$86,"R$13,730"
1,510,4,3,5,-,acept,not furnished,R$0,"R$10,000",R$517,R$151,"R$10,670"
1,156,3,4,3,7,not acept,not furnished,"R$1,417","R$5,000",R$500,R$64,"R$6,981"
1,247,4,6,4,16,acept,not furnished,"R$3,600","R$15,000","R$1,742",R$191,"R$20,530"
1,117,3,2,2,15,acept,furnished,"R$1,450","R$3,100",R$200,R$40,"R$4,790"
1,55,1,1,1,1,acept,furnished,R$577,"R$5,275",R$80,R$67,"R$5,999"
1,60,2,2,1,11,not acept,furnished,"R$1,158","R$5,500",R$150,R$70,"R$6,878"
1,300,4,5,5,3,acept,not furnished,"R$4,500","R$8,800","R$2,750",R$112,"R$16,160"
1,36,1,1,1,15,not acept,furnished,R$510,"R$2,300",R$105,R$30,"R$2,945"
1,315,4,5,5,20,not acept,not furnished,"R$2,500","R$4,000","R$1,000",R$29,"R$7,529"
1,320,4,6,4,-,acept,not furnished,R$0,"R$6,000",R$675,R$91,"R$6,766"
1,180,3,4,3,15,acept,furnished,"R$1,441","R$6,600",R$690,R$84,"R$8,815"
1,70,2,2,0,14,not acept,not furnished,R$600,"R$3,200",R$0,R$41,"R$3,841"
1,71,2,1,1,10,acept,not furnished,"R$1,000","R$3,100",R$97,R$40,"R$4,237"
0,68,3,2,2,9,acept,not furnished,R$568,"R$1,500",R$55,R$20,"R$2,143"
1,40,2,1,1,1,acept,not furnished,R$700,"R$3,300",R$0,R$42,"R$4,042"
1,38,1,1,0,17,not acept,not furnished,R$583,"R$1,280",R$100,R$17,"R$1,980"
1,70,2,1,0,-,not acept,not furnished,Incluso,"R$1,300",R$0,R$20,"R$1,320"
1,220,4,3,4,11,acept,furnished,"R$1,800","R$3,000","R$1,000",R$39,"R$5,839"
1,245,3,5,4,13,acept,furnished,"R$2,450","R$11,500","R$1,584",R$146,"R$15,680"
1,550,5,6,4,-,acept,not furnished,R$0,"R$15,000","R$1,119",R$226,"R$16,350"
1,270,4,3,3,-,acept,not furnished,R$0,"R$10,900",R$392,R$164,"R$11,460"
1,380,3,3,2,1,acept,not furnished,"R$3,580","R$11,000","R$1,084",R$140,"R$15,800"
0,47,2,1,1,4,acept,not furnished,R$260,R$900,R$25,R$12,"R$1,197"
1,180,3,3,2,16,acept,not furnished,"R$2,200","R$11,000",R$131,R$140,"R$13,470"
1,239,3,3,3,-,acept,not furnished,R$0,"R$7,000",R$177,R$106,"R$7,283"
1,136,3,4,3,2,acept,not furnished,"R$1,490","R$3,200",R$500,R$41,"R$5,231"
1,150,2,3,3,-,acept,not furnished,R$0,"R$5,000",R$0,R$76,"R$5,076"
1,122,2,2,2,10,acept,not furnished,"R$1,761","R$3,950",R$640,R$51,"R$6,402"
0,34,1,1,0,4,acept,not furnished,R$430,R$700,R$70,R$9,"R$1,209"
1,130,2,2,2,5,acept,furnished,"R$1,500","R$12,000",R$45,R$153,"R$13,700"
1,90,2,1,1,14,acept,furnished,R$640,"R$2,000",R$75,R$26,"R$2,741"
1,75,1,1,2,8,acept,furnished,R$976,"R$7,000",R$323,R$89,"R$8,388"
1,39,1,1,1,11,not acept,not furnished,R$650,"R$3,500",R$164,R$45,"R$4,359"
1,210,3,2,2,-,acept,furnished,R$0,"R$3,500",R$101,R$53,"R$3,654"
1,200,4,3,3,14,not acept,not furnished,"R$2,400","R$6,400",R$0,R$82,"R$8,882"
1,100,2,1,0,-,acept,not furnished,R$0,"R$1,460",R$84,R$22,"R$1,566"
1,124,3,1,0,8,not acept,not furnished,"R$1,200","R$1,200",R$84,R$16,"R$2,500"
1,150,3,1,2,-,acept,not furnished,Sem info,"R$3,600",R$334,R$55,"R$3,989"
1,200,3,2,1,2,acept,not furnished,"R$1,750","R$4,500",R$375,R$58,"R$6,683"
1,80,2,1,0,-,acept,not furnished,R$0,"R$2,200",R$0,R$34,"R$2,234"
1,300,4,2,0,5,acept,not furnished,"R$6,000","R$15,000",R$834,R$191,"R$22,030"
1,40,1,1,1,3,not acept,furnished,R$600,"R$2,300",R$34,R$30,"R$2,964"
1,87,2,2,1,3,acept,furnished,"R$2,100","R$3,337",R$0,R$9,"R$5,446"
1,230,3,4,3,2,acept,not furnished,"R$3,700","R$12,000",R$157,R$153,"R$16,010"
0,45,1,1,1,16,not acept,furnished,R$450,"R$3,900",R$105,R$50,"R$4,505"
1,38,1,1,0,-,not acept,not furnished,Sem info,"R$1,650",R$0,R$25,"R$1,675"
1,98,3,3,2,-,acept,not furnished,R$0,"R$2,500",R$0,R$38,"R$2,538"
1,35,1,1,0,1,not acept,not furnished,R$250,"R$1,305",R$0,R$17,"R$1,572"
1,170,3,5,3,7,acept,furnished,"R$1,750","R$2,800",R$600,R$36,"R$5,186"
0,72,2,1,0,2,not acept,not furnished,R$606,R$800,R$60,R$11,"R$1,477"
1,195,2,3,3,15,acept,furnished,"R$2,600","R$9,200",R$250,R$117,"R$12,170"
0,170,2,3,3,16,acept,not furnished,"R$1,350","R$5,900",R$167,R$75,"R$7,492"
1,360,4,5,2,6,acept,not furnished,"R$2,600","R$15,000","R$1,167",R$191,"R$18,960"
0,156,4,5,3,3,not acept,not furnished,"R$1,950","R$1,100",R$200,R$14,"R$3,264"
0,420,4,5,4,-,acept,not furnished,R$600,"R$7,225",R$584,R$109,"R$8,518"
1,110,2,2,1,18,acept,not furnished,"R$1,286","R$1,780",R$0,R$23,"R$3,089"
1,165,4,3,3,10,acept,furnished,"R$2,440","R$6,300","R$1,292",R$80,"R$10,110"
1,200,4,5,4,23,not acept,not furnished,"R$2,200","R$6,000","R$1,334",R$77,"R$9,611"
1,465,4,4,4,3,acept,not furnished,"R$4,500","R$6,500","R$1,167",R$83,"R$12,250"
1,200,3,4,3,8,acept,not furnished,"R$1,400","R$7,080",R$0,R$90,"R$8,570"
1,130,3,2,1,4,not acept,furnished,"R$1,134","R$7,900",R$386,R$101,"R$9,521"
1,52,2,1,1,7,acept,not furnished,R$633,"R$1,340",R$8,R$17,"R$1,998"
1,25,1,1,0,8,acept,not furnished,R$450,"R$1,800",R$25,R$23,"R$2,298"
1,96,1,1,1,-,acept,not furnished,Incluso,"R$3,500",R$274,R$53,"R$3,827"
1,93,2,2,2,3,acept,not furnished,R$800,"R$3,500",R$200,R$45,"R$4,545"
1,85,2,2,1,6,acept,furnished,"R$1,200","R$5,300",R$67,R$68,"R$6,635"
1,80,1,1,1,10,acept,not furnished,"R$1,300","R$6,500",R$0,R$83,"R$7,883"
0,570,4,6,5,-,acept,not furnished,R$0,"R$12,000",R$817,R$181,"R$13,000"
1,150,3,3,3,19,acept,furnished,"R$1,800","R$2,800",R$740,R$36,"R$5,376"
1,70,2,2,0,17,acept,not furnished,R$600,"R$2,000",R$75,R$26,"R$2,701"
1,167,3,1,0,-,acept,not furnished,R$0,"R$1,500",R$0,R$23,"R$1,523"
1,250,4,4,3,6,acept,not furnished,"R$1,850","R$6,970","R$1,580",R$89,"R$10,490"
1,22,1,1,0,25,acept,not furnished,R$472,"R$2,200",R$55,R$28,"R$2,755"
1,400,4,5,3,-,not acept,not furnished,R$0,"R$15,000",R$0,R$191,"R$15,190"
1,272,4,4,4,2,acept,not furnished,"R$5,600","R$13,000","R$2,250",R$165,"R$21,020"
1,30,1,1,1,6,not acept,furnished,"R$2,400","R$3,500",R$0,R$45,"R$5,945"
1,326,4,4,3,5,acept,not furnished,"R$5,307","R$8,000","R$2,050",R$102,"R$15,460"
1,300,5,3,1,-,acept,not furnished,R$0,"R$10,000",R$0,R$151,"R$10,150"
0,80,3,1,1,3,acept,not furnished,R$740,"R$1,500",R$63,R$20,"R$2,323"
1,65,2,2,2,19,not acept,not furnished,R$907,"R$3,500",R$0,R$45,"R$4,452"
0,48,1,1,0,9,acept,not furnished,R$350,R$670,R$21,R$9,"R$1,050"
1,200,3,4,1,8,not acept,furnished,"R$2,200","R$6,000",R$375,R$77,"R$8,652"
1,80,2,1,2,-,acept,not furnished,R$0,"R$1,569",R$0,R$24,"R$1,593"
1,400,3,4,4,-,acept,not furnished,R$0,"R$4,172",R$760,R$63,"R$4,995"
1,70,1,1,0,-,acept,not furnished,Sem info,"R$1,400",R$16,R$22,"R$1,438"
1,300,3,3,2,-,acept,not furnished,R$0,"R$6,000",R$197,R$91,"R$6,288"
1,95,3,2,0,2,acept,not furnished,R$0,"R$2,350",R$0,R$36,"R$2,386"
1,40,1,1,0,-,not acept,not furnished,R$180,R$850,R$41,R$13,"R$1,084"
1,380,5,4,2,-,acept,not furnished,R$0,"R$8,000","R$1,097",R$121,"R$9,218"
1,190,3,3,3,-,acept,not furnished,R$0,"R$2,950",R$267,R$45,"R$3,262"
0,55,1,1,1,9,acept,furnished,R$660,"R$2,600",R$73,R$33,"R$3,366"
0,55,2,1,1,-,acept,not furnished,R$400,R$790,R$24,R$11,"R$1,225"
1,80,3,2,2,12,not acept,not furnished,R$996,"R$1,850",R$229,R$24,"R$3,099"
1,77,1,1,1,8,not acept,not furnished,R$0,"R$5,700",R$0,R$73,"R$5,773"
1,80,2,1,0,1,acept,not furnished,R$0,"R$1,800",R$209,R$23,"R$2,032"
1,70,2,1,1,9,acept,not furnished,R$767,"R$2,707",Incluso,R$11,"R$3,485"
1,60,2,2,2,6,acept,not furnished,"R$1,050","R$2,417",R$344,R$31,"R$3,842"
1,420,5,4,4,7,acept,not furnished,"R$8,000","R$12,000",R$200,R$153,"R$20,350"
1,78,2,2,2,12,acept,not furnished,R$450,"R$2,700",R$0,R$35,"R$3,185"
1,158,3,4,2,4,acept,not furnished,"R$1,699","R$5,760",R$459,R$73,"R$7,991"
1,180,3,4,3,3,acept,not furnished,"R$1,600","R$3,500",R$65,R$45,"R$5,210"
1,60,2,1,1,13,acept,furnished,R$550,"R$1,620",R$80,R$21,"R$2,271"
0,50,2,1,1,1,acept,not furnished,R$0,R$800,R$200,R$11,"R$1,011"
1,318,4,6,4,13,acept,furnished,"R$3,450","R$10,160",R$0,R$129,"R$13,740"
1,97,2,2,0,27,not acept,furnished,"R$1,100","R$10,200",R$0,R$130,"R$11,430"
1,110,2,2,0,-,not acept,not furnished,R$0,"R$1,100",R$18,R$17,"R$1,135"
1,330,1,3,8,-,acept,not furnished,R$0,"R$3,147",R$0,R$48,"R$3,195"
0,68,2,1,2,1,acept,not furnished,R$520,"R$1,200",R$74,R$16,"R$1,810"
1,80,2,2,2,-,acept,not furnished,R$50,"R$2,200",R$173,R$34,"R$2,457"
1,70,2,1,0,-,not acept,furnished,R$0,"R$1,362",R$84,R$21,"R$1,467"
1,200,3,4,5,-,acept,not furnished,R$0,"R$5,000",R$350,R$76,"R$5,426"
1,135,3,4,3,12,not acept,not furnished,R$950,"R$3,800",R$504,R$49,"R$5,303"
1,36,1,1,0,9,acept,not furnished,R$385,"R$2,150",R$40,R$28,"R$2,603"
1,63,2,3,1,-,acept,not furnished,R$100,"R$1,990",R$110,R$30,"R$2,230"
1,212,4,3,4,1,acept,not furnished,"R$3,300","R$15,000","R$1,272",R$191,"R$19,760"
0,440,4,4,4,-,acept,not furnished,"R$2,200","R$9,810",R$737,R$148,"R$12,900"
1,45,2,1,0,-,not acept,not furnished,R$0,"R$1,300",R$109,R$20,"R$1,429"
1,444,4,4,5,-,acept,furnished,R$0,"R$10,000",R$584,R$151,"R$10,740"
1,84,1,1,1,1,not acept,not furnished,R$929,"R$2,500",R$246,R$32,"R$3,707"
1,495,5,5,4,11,not acept,not furnished,"R$3,100","R$15,000","R$2,180",R$191,"R$20,470"
1,36,1,1,1,11,not acept,furnished,R$450,"R$3,800",R$55,R$49,"R$4,354"
0,414,4,4,5,-,acept,not furnished,R$0,"R$3,900",R$506,R$59,"R$4,465"
1,90,3,2,2,11,not acept,not furnished,R$522,"R$3,000",R$101,R$39,"R$3,662"
0,50,1,1,0,4,acept,not furnished,R$418,R$520,R$23,R$7,R$968
1,26,1,1,0,2,acept,furnished,R$470,"R$2,200",R$150,R$28,"R$2,848"
1,132,3,2,2,14,acept,furnished,"R$1,650","R$5,525",Incluso,R$19,"R$7,194"
1,49,1,1,1,4,not acept,not furnished,R$486,"R$3,200",R$0,R$13,"R$3,699"
1,84,2,3,2,32,not acept,furnished,R$850,"R$8,500",R$450,R$108,"R$9,908"
1,97,3,1,1,2,acept,furnished,R$915,"R$6,000",R$50,R$77,"R$7,042"
1,227,4,3,3,10,acept,furnished,"R$4,000","R$10,000","R$1,700",R$127,"R$15,830"
1,200,3,3,2,-,acept,not furnished,R$0,"R$3,500",R$292,R$53,"R$3,845"
0,12732,3,2,0,3,acept,not furnished,R$700,"R$1,600",R$96,R$21,"R$2,417"
0,254,3,4,2,-,acept,not furnished,Incluso,"R$3,000",R$251,R$46,"R$3,297"
1,88,2,3,2,11,acept,not furnished,R$980,"R$6,835",R$0,R$44,"R$7,859"
1,135,2,1,0,2,not acept,not furnished,R$0,"R$2,000",R$5,R$26,"R$2,031"
1,120,2,1,1,-,acept,not furnished,R$0,"R$1,600",R$167,R$25,"R$1,792"
1,246,3,4,4,5,acept,not furnished,"R$1,970","R$1,800","R$1,400",R$23,"R$5,193"
0,87,3,2,1,9,acept,not furnished,R$743,"R$1,800",R$109,R$23,"R$2,675"
1,372,5,4,6,-,acept,not furnished,R$0,"R$9,200","R$1,041",R$139,"R$10,380"
1,85,3,2,3,3,acept,furnished,"R$1,100","R$1,999",R$153,R$26,"R$3,278"
1,58,1,1,1,1,acept,furnished,R$475,"R$3,500",R$70,R$45,"R$4,090"
1,160,3,5,2,-,acept,not furnished,R$0,"R$12,000",R$334,R$181,"R$12,520"
1,80,1,1,1,-,not acept,not furnished,R$0,"R$1,300",R$84,R$20,"R$1,404"
1,54,2,1,0,2,not acept,not furnished,R$571,"R$1,700",R$135,R$22,"R$2,428"
0,128,3,3,2,1,acept,not furnished,"R$1,236","R$2,650",R$784,R$34,"R$4,704"
1,70,2,1,1,3,acept,not furnished,R$681,"R$2,400",R$4,R$31,"R$3,116"
1,80,2,2,1,-,not acept,not furnished,R$0,"R$1,556",R$0,R$8,"R$1,564"
1,69,3,2,2,7,acept,not furnished,R$530,"R$1,500",R$134,R$20,"R$2,184"
1,42,1,1,1,4,acept,not furnished,R$500,"R$2,200",R$100,R$28,"R$2,828"
1,132,3,2,3,-,acept,not furnished,R$0,"R$2,500",R$59,R$38,"R$2,597"
1,270,3,3,1,-,acept,furnished,R$0,"R$6,500",R$23,R$98,"R$6,621"
1,180,3,3,3,-,acept,not furnished,R$0,"R$5,000",R$235,R$76,"R$5,311"
0,38,1,1,0,8,acept,not furnished,R$300,R$550,R$70,R$7,R$927
